|dates|Cleburne_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Cleburne_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Cleburne_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Cleburne_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Cleburne_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Cleburne_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|73.0|0|4.0|0|0.0|0
0|2020-05-25|73.0|0|4.0|0|0.0|0
0|2020-05-26|73.0|0|4.0|0|0.0|0
