|dates|Avoyelles_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Avoyelles_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Avoyelles_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Avoyelles_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Avoyelles_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Avoyelles_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|104.0|0|9.0|0|0.0|0
0|2020-05-25|113.0|0|9.0|0|0.0|0
0|2020-05-26|113.0|0|9.0|0|0.0|0
