|dates|Vinton_Ohio_UnitedStates.JHU_ConfirmedCases.data|Vinton_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Vinton_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Vinton_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Vinton_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Vinton_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|19.0|0|0.0|0|0.0|0
0|2020-05-25|19.0|0|1.0|0|0.0|0
0|2020-05-26|19.0|0|1.0|0|0.0|0
