|dates|Story_Iowa_UnitedStates.JHU_ConfirmedCases.data|Story_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Story_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Story_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Story_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Story_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|75.0|0|1.0|0|0.0|0
0|2020-05-18|79.0|0|1.0|0|0.0|0
0|2020-05-19|81.0|0|1.0|0|0.0|0
0|2020-05-20|82.0|0|1.0|0|0.0|0
0|2020-05-21|86.0|0|1.0|0|0.0|0
0|2020-05-22|88.0|0|1.0|0|0.0|0
0|2020-05-23|88.0|0|1.0|0|0.0|0
