|dates|Camden_Georgia_UnitedStates.JHU_ConfirmedCases.data|Camden_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Camden_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Camden_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Camden_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Camden_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|56.0|0|1.0|0|0.0|0
0|2020-05-25|55.0|0|1.0|0|0.0|0
0|2020-05-26|55.0|0|1.0|0|0.0|0
