|dates|Pulaski_Missouri_UnitedStates.JHU_ConfirmedCases.data|Pulaski_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Pulaski_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Pulaski_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Pulaski_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Pulaski_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|36.0|0|1.0|0|0.0|0
0|2020-05-15|36.0|0|1.0|0|0.0|0
0|2020-05-16|36.0|0|1.0|0|0.0|0
