|dates|Dade_Missouri_UnitedStates.JHU_ConfirmedCases.data|Dade_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Dade_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Dade_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Dade_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Dade_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|9121.0|0|409.0|0|0.0|0
0|2020-05-25|9121.0|0|409.0|0|0.0|0
0|2020-05-26|9121.0|0|409.0|0|0.0|0
