|dates|SanFrancisco_California_UnitedStates.JHU_ConfirmedCases.data|SanFrancisco_California_UnitedStates.JHU_ConfirmedCases.missing|SanFrancisco_California_UnitedStates.JHU_ConfirmedDeaths.data|SanFrancisco_California_UnitedStates.JHU_ConfirmedDeaths.missing|SanFrancisco_California_UnitedStates.JHU_ConfirmedRecoveries.data|SanFrancisco_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|2408.0|0|40.0|0|0.0|0
0|2020-05-28|2408.0|0|40.0|0|0.0|0
0|2020-05-29|2408.0|0|40.0|0|0.0|0
0|2020-05-30|2408.0|0|40.0|0|0.0|0
