|dates|Lee_Illinois_UnitedStates.JHU_ConfirmedCases.data|Lee_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Lee_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Lee_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Lee_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Lee_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|77.0|0|1.0|0|0.0|0
0|2020-05-25|77.0|0|1.0|0|0.0|0
0|2020-05-26|77.0|0|1.0|0|0.0|0
