|dates|Pulaski_Indiana_UnitedStates.JHU_ConfirmedCases.data|Pulaski_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Pulaski_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Pulaski_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Pulaski_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Pulaski_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|34.0|0|0.0|0|0.0|0
0|2020-05-18|35.0|0|0.0|0|0.0|0
0|2020-05-19|35.0|0|0.0|0|0.0|0
0|2020-05-20|38.0|0|0.0|0|0.0|0
0|2020-05-21|37.0|0|0.0|0|0.0|0
0|2020-05-22|37.0|0|0.0|0|0.0|0
0|2020-05-23|37.0|0|0.0|0|0.0|0
