|dates|Montgomery_Virginia_UnitedStates.JHU_ConfirmedCases.data|Montgomery_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Montgomery_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Montgomery_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Montgomery_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Montgomery_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|70.0|0|1.0|0|0.0|0
0|2020-05-28|70.0|0|1.0|0|0.0|0
0|2020-05-29|70.0|0|1.0|0|0.0|0
0|2020-05-30|70.0|0|1.0|0|0.0|0
