|dates|Woodford_Illinois_UnitedStates.JHU_ConfirmedCases.data|Woodford_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Woodford_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Woodford_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Woodford_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Woodford_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|17.0|0|2.0|0|0.0|0
0|2020-05-25|17.0|0|2.0|0|0.0|0
0|2020-05-26|17.0|0|2.0|0|0.0|0
