|dates|Lake_Florida_UnitedStates.JHU_ConfirmedCases.data|Lake_Florida_UnitedStates.JHU_ConfirmedCases.missing|Lake_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Lake_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Lake_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Lake_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|248.0|0|14.0|0|0.0|0
0|2020-05-15|249.0|0|14.0|0|0.0|0
0|2020-05-16|249.0|0|14.0|0|0.0|0
