|dates|Southampton_Virginia_UnitedStates.JHU_ConfirmedCases.data|Southampton_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Southampton_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Southampton_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Southampton_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Southampton_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|144.0|0|2.0|0|0.0|0
0|2020-05-28|144.0|0|2.0|0|0.0|0
0|2020-05-29|144.0|0|2.0|0|0.0|0
0|2020-05-30|144.0|0|2.0|0|0.0|0
