|dates|Montgomery_Ohio_UnitedStates.JHU_ConfirmedCases.data|Montgomery_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Montgomery_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Montgomery_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Montgomery_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Montgomery_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|504.0|0|13.0|0|0.0|0
0|2020-05-18|520.0|0|13.0|0|0.0|0
0|2020-05-19|531.0|0|13.0|0|0.0|0
0|2020-05-20|539.0|0|13.0|0|0.0|0
0|2020-05-21|554.0|0|14.0|0|0.0|0
0|2020-05-22|561.0|0|14.0|0|0.0|0
0|2020-05-23|561.0|0|14.0|0|0.0|0
