|dates|Tuolumne_California_UnitedStates.JHU_ConfirmedCases.data|Tuolumne_California_UnitedStates.JHU_ConfirmedCases.missing|Tuolumne_California_UnitedStates.JHU_ConfirmedDeaths.data|Tuolumne_California_UnitedStates.JHU_ConfirmedDeaths.missing|Tuolumne_California_UnitedStates.JHU_ConfirmedRecoveries.data|Tuolumne_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|4.0|0|0.0|0|0.0|0
0|2020-05-28|4.0|0|0.0|0|0.0|0
0|2020-05-29|4.0|0|0.0|0|0.0|0
0|2020-05-30|4.0|0|0.0|0|0.0|0
