|dates|Marion_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Marion_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Marion_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Marion_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Marion_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Marion_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|67.0|0|5.0|0|0.0|0
0|2020-05-28|67.0|0|5.0|0|0.0|0
0|2020-05-29|67.0|0|5.0|0|0.0|0
0|2020-05-30|67.0|0|5.0|0|0.0|0
