|dates|Highland_Virginia_UnitedStates.JHU_ConfirmedCases.data|Highland_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Highland_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Highland_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Highland_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Highland_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|2.0|0|0.0|0|0.0|0
0|2020-05-15|2.0|0|0.0|0|0.0|0
0|2020-05-16|2.0|0|0.0|0|0.0|0
