|dates|Pine_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Pine_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Pine_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Pine_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Pine_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Pine_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|85.0|0|0.0|0|0.0|0
0|2020-05-28|85.0|0|0.0|0|0.0|0
0|2020-05-29|85.0|0|0.0|0|0.0|0
0|2020-05-30|85.0|0|0.0|0|0.0|0
