|dates|Rockingham_Virginia_UnitedStates.JHU_ConfirmedCases.data|Rockingham_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Rockingham_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Rockingham_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Rockingham_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Rockingham_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|389.0|0|2.0|0|0.0|0
0|2020-05-18|397.0|0|2.0|0|0.0|0
0|2020-05-19|401.0|0|5.0|0|0.0|0
0|2020-05-20|414.0|0|5.0|0|0.0|0
0|2020-05-21|434.0|0|6.0|0|0.0|0
0|2020-05-22|444.0|0|6.0|0|0.0|0
0|2020-05-23|444.0|0|6.0|0|0.0|0
