|dates|Wichita_Texas_UnitedStates.JHU_ConfirmedCases.data|Wichita_Texas_UnitedStates.JHU_ConfirmedCases.missing|Wichita_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Wichita_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Wichita_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Wichita_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|78.0|0|2.0|0|0.0|0
0|2020-05-18|78.0|0|2.0|0|0.0|0
0|2020-05-19|80.0|0|2.0|0|0.0|0
0|2020-05-20|82.0|0|2.0|0|0.0|0
0|2020-05-21|82.0|0|2.0|0|0.0|0
0|2020-05-22|82.0|0|2.0|0|0.0|0
0|2020-05-23|82.0|0|2.0|0|0.0|0
