|dates|Hunt_Texas_UnitedStates.JHU_ConfirmedCases.data|Hunt_Texas_UnitedStates.JHU_ConfirmedCases.missing|Hunt_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Hunt_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Hunt_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Hunt_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|66.0|0|3.0|0|0.0|0
0|2020-05-18|66.0|0|3.0|0|0.0|0
0|2020-05-19|68.0|0|3.0|0|0.0|0
0|2020-05-20|69.0|0|3.0|0|0.0|0
0|2020-05-21|71.0|0|3.0|0|0.0|0
0|2020-05-22|71.0|0|3.0|0|0.0|0
0|2020-05-23|71.0|0|3.0|0|0.0|0
