|dates|Colfax_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Colfax_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Colfax_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Colfax_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Colfax_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Colfax_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|467.0|0|0.0|0|0.0|0
0|2020-05-15|481.0|0|0.0|0|0.0|0
0|2020-05-16|481.0|0|0.0|0|0.0|0
