|dates|Comanche_Texas_UnitedStates.JHU_ConfirmedCases.data|Comanche_Texas_UnitedStates.JHU_ConfirmedCases.missing|Comanche_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Comanche_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Comanche_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Comanche_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|9.0|0|1.0|0|0.0|0
0|2020-05-28|9.0|0|1.0|0|0.0|0
0|2020-05-29|9.0|0|1.0|0|0.0|0
0|2020-05-30|9.0|0|1.0|0|0.0|0
