|dates|Williamson_Illinois_UnitedStates.JHU_ConfirmedCases.data|Williamson_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Williamson_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Williamson_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Williamson_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Williamson_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|57.0|0|2.0|0|0.0|0
0|2020-05-28|57.0|0|2.0|0|0.0|0
0|2020-05-29|57.0|0|2.0|0|0.0|0
0|2020-05-30|57.0|0|2.0|0|0.0|0
