|dates|Bryan_Georgia_UnitedStates.JHU_ConfirmedCases.data|Bryan_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Bryan_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Bryan_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Bryan_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Bryan_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|61.0|0|4.0|0|0.0|0
0|2020-05-18|65.0|0|4.0|0|0.0|0
0|2020-05-19|66.0|0|5.0|0|0.0|0
0|2020-05-20|67.0|0|5.0|0|0.0|0
0|2020-05-21|67.0|0|5.0|0|0.0|0
0|2020-05-22|68.0|0|5.0|0|0.0|0
0|2020-05-23|68.0|0|5.0|0|0.0|0
