|dates|Archuleta_Colorado_UnitedStates.JHU_ConfirmedCases.data|Archuleta_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Archuleta_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Archuleta_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Archuleta_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Archuleta_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|8.0|0|0.0|0|0.0|0
0|2020-05-15|8.0|0|0.0|0|0.0|0
0|2020-05-16|8.0|0|0.0|0|0.0|0
