|dates|Parke_Indiana_UnitedStates.JHU_ConfirmedCases.data|Parke_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Parke_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Parke_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Parke_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Parke_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|18.0|0|0.0|0|0.0|0
0|2020-05-28|18.0|0|0.0|0|0.0|0
0|2020-05-29|18.0|0|0.0|0|0.0|0
0|2020-05-30|18.0|0|0.0|0|0.0|0
