|dates|Shawano_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Shawano_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Shawano_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Shawano_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Shawano_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Shawano_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|31.0|0|0.0|0|0.0|0
0|2020-05-18|33.0|0|0.0|0|0.0|0
0|2020-05-19|33.0|0|0.0|0|0.0|0
0|2020-05-20|34.0|0|0.0|0|0.0|0
0|2020-05-21|36.0|0|0.0|0|0.0|0
0|2020-05-22|36.0|0|0.0|0|0.0|0
0|2020-05-23|36.0|0|0.0|0|0.0|0
