|dates|Weston_Wyoming_UnitedStates.JHU_ConfirmedCases.data|Weston_Wyoming_UnitedStates.JHU_ConfirmedCases.missing|Weston_Wyoming_UnitedStates.JHU_ConfirmedDeaths.data|Weston_Wyoming_UnitedStates.JHU_ConfirmedDeaths.missing|Weston_Wyoming_UnitedStates.JHU_ConfirmedRecoveries.data|Weston_Wyoming_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|604.0|0|7.0|0|0.0|0
0|2020-05-28|604.0|0|7.0|0|0.0|0
0|2020-05-29|604.0|0|7.0|0|0.0|0
0|2020-05-30|604.0|0|7.0|0|0.0|0
