|dates|Schoolcraft_Michigan_UnitedStates.JHU_ConfirmedCases.data|Schoolcraft_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Schoolcraft_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Schoolcraft_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Schoolcraft_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Schoolcraft_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|4.0|0|0.0|0|0.0|0
0|2020-05-15|4.0|0|0.0|0|0.0|0
0|2020-05-16|4.0|0|0.0|0|0.0|0
