|dates|Gibson_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Gibson_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Gibson_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Gibson_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Gibson_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Gibson_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|57.0|0|1.0|0|0.0|0
0|2020-05-15|57.0|0|1.0|0|0.0|0
0|2020-05-16|57.0|0|1.0|0|0.0|0
