|dates|Labette_Kansas_UnitedStates.JHU_ConfirmedCases.data|Labette_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Labette_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Labette_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Labette_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Labette_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|22.0|0|0.0|0|0.0|0
0|2020-05-28|22.0|0|0.0|0|0.0|0
0|2020-05-29|22.0|0|0.0|0|0.0|0
0|2020-05-30|22.0|0|0.0|0|0.0|0
