|dates|Montgomery_Alabama_UnitedStates.JHU_ConfirmedCases.data|Montgomery_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Montgomery_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Montgomery_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Montgomery_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Montgomery_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|753.0|0|20.0|0|0.0|0
0|2020-05-15|787.0|0|20.0|0|0.0|0
0|2020-05-16|787.0|0|20.0|0|0.0|0
