|dates|Lake_Illinois_UnitedStates.JHU_ConfirmedCases.data|Lake_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Lake_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Lake_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Lake_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Lake_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|6489.0|0|215.0|0|0.0|0
0|2020-05-18|6645.0|0|215.0|0|0.0|0
0|2020-05-19|6709.0|0|221.0|0|0.0|0
0|2020-05-20|6905.0|0|231.0|0|0.0|0
0|2020-05-21|7128.0|0|237.0|0|0.0|0
0|2020-05-22|7291.0|0|249.0|0|0.0|0
0|2020-05-23|7291.0|0|249.0|0|0.0|0
