|dates|Pike_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Pike_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Pike_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Pike_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Pike_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Pike_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|176.0|0|11.0|0|0.0|0
0|2020-05-18|178.0|0|11.0|0|0.0|0
0|2020-05-19|184.0|0|11.0|0|0.0|0
0|2020-05-20|186.0|0|11.0|0|0.0|0
0|2020-05-21|188.0|0|11.0|0|0.0|0
0|2020-05-22|190.0|0|11.0|0|0.0|0
0|2020-05-23|190.0|0|11.0|0|0.0|0
