|dates|DuPage_Illinois_UnitedStates.JHU_ConfirmedCases.data|DuPage_Illinois_UnitedStates.JHU_ConfirmedCases.missing|DuPage_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|DuPage_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|DuPage_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|DuPage_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|5904.0|0|298.0|0|0.0|0
0|2020-05-18|6076.0|0|300.0|0|0.0|0
0|2020-05-19|6171.0|0|315.0|0|0.0|0
0|2020-05-20|6308.0|0|326.0|0|0.0|0
0|2020-05-21|6471.0|0|332.0|0|0.0|0
0|2020-05-22|6744.0|0|337.0|0|0.0|0
0|2020-05-23|6744.0|0|337.0|0|0.0|0
