|dates|Bethel_Alaska_UnitedStates.JHU_ConfirmedCases.data|Bethel_Alaska_UnitedStates.JHU_ConfirmedCases.missing|Bethel_Alaska_UnitedStates.JHU_ConfirmedDeaths.data|Bethel_Alaska_UnitedStates.JHU_ConfirmedDeaths.missing|Bethel_Alaska_UnitedStates.JHU_ConfirmedRecoveries.data|Bethel_Alaska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1.0|0|0.0|0|0.0|0
0|2020-05-18|1.0|0|0.0|0|0.0|0
0|2020-05-19|2.0|0|0.0|0|0.0|0
0|2020-05-20|2.0|0|0.0|0|0.0|0
0|2020-05-21|2.0|0|0.0|0|0.0|0
0|2020-05-22|2.0|0|0.0|0|0.0|0
0|2020-05-23|2.0|0|0.0|0|0.0|0
