|dates|Brevard_Florida_UnitedStates.JHU_ConfirmedCases.data|Brevard_Florida_UnitedStates.JHU_ConfirmedCases.missing|Brevard_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Brevard_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Brevard_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Brevard_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|348.0|0|9.0|0|0.0|0
0|2020-05-15|356.0|0|9.0|0|0.0|0
0|2020-05-16|356.0|0|9.0|0|0.0|0
