|dates|Shelby_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Shelby_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Shelby_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Shelby_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Shelby_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Shelby_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|92.0|0|4.0|0|0.0|0
0|2020-05-25|92.0|0|4.0|0|0.0|0
0|2020-05-26|92.0|0|4.0|0|0.0|0
