|dates|Macon_Georgia_UnitedStates.JHU_ConfirmedCases.data|Macon_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Macon_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Macon_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Macon_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Macon_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|99.0|0|6.0|0|0.0|0
0|2020-05-28|99.0|0|6.0|0|0.0|0
0|2020-05-29|99.0|0|6.0|0|0.0|0
0|2020-05-30|99.0|0|6.0|0|0.0|0
