|dates|EauClaire_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|EauClaire_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|EauClaire_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|EauClaire_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|EauClaire_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|EauClaire_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|96.0|0|0.0|0|0.0|0
0|2020-05-25|98.0|0|0.0|0|0.0|0
0|2020-05-26|98.0|0|0.0|0|0.0|0
