|dates|Steuben_NewYork_UnitedStates.JHU_ConfirmedCases.data|Steuben_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Steuben_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Steuben_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Steuben_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Steuben_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|241.0|0|41.0|0|0.0|0
0|2020-05-28|241.0|0|41.0|0|0.0|0
0|2020-05-29|241.0|0|41.0|0|0.0|0
0|2020-05-30|241.0|0|41.0|0|0.0|0
