|dates|Kimball_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Kimball_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Kimball_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Kimball_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Kimball_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Kimball_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|9.0|0|0.0|0|0.0|0
0|2020-05-18|9.0|0|0.0|0|0.0|0
0|2020-05-19|9.0|0|0.0|0|0.0|0
0|2020-05-20|8.0|0|0.0|0|0.0|0
0|2020-05-21|8.0|0|0.0|0|0.0|0
0|2020-05-22|8.0|0|0.0|0|0.0|0
0|2020-05-23|8.0|0|0.0|0|0.0|0
