|dates|Garrett_Maryland_UnitedStates.JHU_ConfirmedCases.data|Garrett_Maryland_UnitedStates.JHU_ConfirmedCases.missing|Garrett_Maryland_UnitedStates.JHU_ConfirmedDeaths.data|Garrett_Maryland_UnitedStates.JHU_ConfirmedDeaths.missing|Garrett_Maryland_UnitedStates.JHU_ConfirmedRecoveries.data|Garrett_Maryland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|7.0|0|0.0|0|0.0|0
0|2020-05-25|10.0|0|0.0|0|0.0|0
0|2020-05-26|10.0|0|0.0|0|0.0|0
