|dates|Adams_Illinois_UnitedStates.JHU_ConfirmedCases.data|Adams_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Adams_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Adams_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Adams_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Adams_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|44.0|0|1.0|0|0.0|0
0|2020-05-25|44.0|0|1.0|0|0.0|0
0|2020-05-26|44.0|0|1.0|0|0.0|0
