|dates|Washington_Texas_UnitedStates.JHU_ConfirmedCases.data|Washington_Texas_UnitedStates.JHU_ConfirmedCases.missing|Washington_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|193.0|0|23.0|0|0.0|0
0|2020-05-25|193.0|0|23.0|0|0.0|0
0|2020-05-26|193.0|0|23.0|0|0.0|0
