|dates|Newton_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Newton_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Newton_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Newton_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Newton_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Newton_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|250.0|0|4.0|0|0.0|0
0|2020-05-28|250.0|0|4.0|0|0.0|0
0|2020-05-29|250.0|0|4.0|0|0.0|0
0|2020-05-30|250.0|0|4.0|0|0.0|0
