|dates|Wayne_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Wayne_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Wayne_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Wayne_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Wayne_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Wayne_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|1000.0|0|18.0|0|0.0|0
0|2020-05-25|1031.0|0|18.0|0|0.0|0
0|2020-05-26|1031.0|0|18.0|0|0.0|0
