|dates|Bedford_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Bedford_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Bedford_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Bedford_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Bedford_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Bedford_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|270.0|0|4.0|0|0.0|0
0|2020-05-28|270.0|0|4.0|0|0.0|0
0|2020-05-29|270.0|0|4.0|0|0.0|0
0|2020-05-30|270.0|0|4.0|0|0.0|0
