|dates|Lee_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Lee_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Lee_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Lee_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Lee_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Lee_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|83.0|0|4.0|0|0.0|0
0|2020-05-15|85.0|0|4.0|0|0.0|0
0|2020-05-16|85.0|0|4.0|0|0.0|0
