|dates|Hancock_Georgia_UnitedStates.JHU_ConfirmedCases.data|Hancock_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Hancock_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Hancock_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Hancock_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Hancock_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|159.0|0|4.0|0|0.0|0
0|2020-05-18|161.0|0|5.0|0|0.0|0
0|2020-05-19|170.0|0|6.0|0|0.0|0
0|2020-05-20|169.0|0|15.0|0|0.0|0
0|2020-05-21|167.0|0|15.0|0|0.0|0
0|2020-05-22|175.0|0|17.0|0|0.0|0
0|2020-05-23|175.0|0|17.0|0|0.0|0
