|dates|Oldham_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Oldham_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Oldham_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Oldham_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Oldham_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Oldham_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|50.0|0|0.0|0|0.0|0
0|2020-05-15|50.0|0|0.0|0|0.0|0
0|2020-05-16|50.0|0|0.0|0|0.0|0
