|dates|Pasco_Florida_UnitedStates.JHU_ConfirmedCases.data|Pasco_Florida_UnitedStates.JHU_ConfirmedCases.missing|Pasco_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Pasco_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Pasco_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Pasco_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|373.0|0|12.0|0|0.0|0
0|2020-05-28|373.0|0|12.0|0|0.0|0
0|2020-05-29|373.0|0|12.0|0|0.0|0
0|2020-05-30|373.0|0|12.0|0|0.0|0
