|dates|Talladega_Alabama_UnitedStates.JHU_ConfirmedCases.data|Talladega_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Talladega_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Talladega_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Talladega_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Talladega_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|96.0|0|3.0|0|0.0|0
0|2020-05-28|96.0|0|3.0|0|0.0|0
0|2020-05-29|96.0|0|3.0|0|0.0|0
0|2020-05-30|96.0|0|3.0|0|0.0|0
