|dates|Bartholomew_Indiana_UnitedStates.JHU_ConfirmedCases.data|Bartholomew_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Bartholomew_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Bartholomew_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Bartholomew_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Bartholomew_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|474.0|0|33.0|0|0.0|0
0|2020-05-25|480.0|0|33.0|0|0.0|0
0|2020-05-26|480.0|0|33.0|0|0.0|0
