|dates|Unassigned_NorthernMarianaIslands_UnitedStates.JHU_ConfirmedCases.data|Unassigned_NorthernMarianaIslands_UnitedStates.JHU_ConfirmedCases.missing|Unassigned_NorthernMarianaIslands_UnitedStates.JHU_ConfirmedDeaths.data|Unassigned_NorthernMarianaIslands_UnitedStates.JHU_ConfirmedDeaths.missing|Unassigned_NorthernMarianaIslands_UnitedStates.JHU_ConfirmedRecoveries.data|Unassigned_NorthernMarianaIslands_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|5.0|0|1.0|0|0.0|0
0|2020-05-28|5.0|0|1.0|0|0.0|0
0|2020-05-29|5.0|0|1.0|0|0.0|0
0|2020-05-30|5.0|0|1.0|0|0.0|0
