|dates|Coosa_Alabama_UnitedStates.JHU_ConfirmedCases.data|Coosa_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Coosa_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Coosa_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Coosa_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Coosa_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|34.0|0|1.0|0|0.0|0
0|2020-05-18|34.0|0|1.0|0|0.0|0
0|2020-05-19|33.0|0|1.0|0|0.0|0
0|2020-05-20|33.0|0|1.0|0|0.0|0
0|2020-05-21|33.0|0|1.0|0|0.0|0
0|2020-05-22|33.0|0|1.0|0|0.0|0
0|2020-05-23|33.0|0|1.0|0|0.0|0
