|dates|Rutland_Vermont_UnitedStates.JHU_ConfirmedCases.data|Rutland_Vermont_UnitedStates.JHU_ConfirmedCases.missing|Rutland_Vermont_UnitedStates.JHU_ConfirmedDeaths.data|Rutland_Vermont_UnitedStates.JHU_ConfirmedDeaths.missing|Rutland_Vermont_UnitedStates.JHU_ConfirmedRecoveries.data|Rutland_Vermont_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|50.0|0|1.0|0|0.0|0
0|2020-05-18|50.0|0|1.0|0|0.0|0
0|2020-05-19|50.0|0|1.0|0|0.0|0
0|2020-05-20|50.0|0|1.0|0|0.0|0
0|2020-05-21|50.0|0|1.0|0|0.0|0
0|2020-05-22|51.0|0|1.0|0|0.0|0
0|2020-05-23|51.0|0|1.0|0|0.0|0
