|dates|Taylor_Georgia_UnitedStates.JHU_ConfirmedCases.data|Taylor_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Taylor_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Taylor_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Taylor_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Taylor_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|22.0|0|2.0|0|0.0|0
0|2020-05-18|22.0|0|2.0|0|0.0|0
0|2020-05-19|22.0|0|2.0|0|0.0|0
0|2020-05-20|22.0|0|2.0|0|0.0|0
0|2020-05-21|21.0|0|2.0|0|0.0|0
0|2020-05-22|21.0|0|2.0|0|0.0|0
0|2020-05-23|21.0|0|2.0|0|0.0|0
