|dates|Tuscaloosa_Alabama_UnitedStates.JHU_ConfirmedCases.data|Tuscaloosa_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Tuscaloosa_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Tuscaloosa_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Tuscaloosa_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Tuscaloosa_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|345.0|0|8.0|0|0.0|0
0|2020-05-18|368.0|0|8.0|0|0.0|0
0|2020-05-19|387.0|0|8.0|0|0.0|0
0|2020-05-20|431.0|0|8.0|0|0.0|0
0|2020-05-21|446.0|0|9.0|0|0.0|0
0|2020-05-22|464.0|0|9.0|0|0.0|0
0|2020-05-23|464.0|0|9.0|0|0.0|0
