|dates|Darke_Ohio_UnitedStates.JHU_ConfirmedCases.data|Darke_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Darke_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Darke_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Darke_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Darke_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|151.0|0|16.0|0|0.0|0
0|2020-05-25|153.0|0|16.0|0|0.0|0
0|2020-05-26|153.0|0|16.0|0|0.0|0
