|dates|Hancock_Ohio_UnitedStates.JHU_ConfirmedCases.data|Hancock_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Hancock_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Hancock_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Hancock_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Hancock_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|42.0|0|1.0|0|0.0|0
0|2020-05-15|44.0|0|1.0|0|0.0|0
0|2020-05-16|44.0|0|1.0|0|0.0|0
