|dates|Susquehanna_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Susquehanna_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Susquehanna_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Susquehanna_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Susquehanna_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Susquehanna_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|82.0|0|14.0|0|0.0|0
0|2020-05-15|82.0|0|14.0|0|0.0|0
0|2020-05-16|82.0|0|14.0|0|0.0|0
